gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160255	60120.498688782965	3.1307257189955133	0.14618972716610534	21.41549737922614	9.581561922584468e-102	2.1941776802718432e-99
ENSG00000156265	31970.84745281029	2.9996061182223697	0.14614377873694243	20.52503462101959	1.2867170423844361e-93	1.4732910135301794e-91
ENSG00000180509	35031.297234364276	3.231477419799191	0.1718171837932714	18.807649784827518	6.537238069376889e-79	4.9900917262910245e-77
ENSG00000142192	47648.928810162855	3.0890144887400686	0.18212677685597084	16.96079259769099	1.6016926021870536e-64	9.169690147520881e-63
ENSG00000183527	7909.893061664623	2.8325566852997284	0.16976551090692385	16.68511271911239	1.6818829601612061e-62	7.703023957538323e-61
ENSG00000159128	10514.948275813256	2.493997941436453	0.15396098462246907	16.198895762793654	5.134070522594821e-59	1.9595035827903567e-57
ENSG00000142168	6492.491486941177	2.983575825471886	0.22549280301786234	13.231357212032806	5.7833511112004415e-40	1.8919820063784302e-38
ENSG00000160307	4685.832904934511	3.3558475553027955	0.2879864636210373	11.652796152664907	2.2205118738885716e-31	6.356215239006036e-30
ENSG00000159197	1664.5910683943343	2.2368500543982885	0.2030148332861774	11.018160684077404	3.1237675205050167e-28	7.948252913284986e-27
ENSG00000160284	7003.162508721516	3.4481385481881746	0.5555795136626693	6.206381739053426	5.421838606683082e-10	1.2416010409304257e-8
ENSG00000183421	2747.7895104417407	-0.6383021897005793	0.17972096035734367	-3.5516290833936517	3.8285414749586846e-4	0.007970327252413988
ENSG00000166265	1156.4845136422753	-0.6764644670860671	0.20804845676678704	-3.251475534107678	0.00114807656214164	0.021909127727536292
ENSG00000156256	5807.126242652261	-0.4473424245508986	0.1460190488150895	-3.0635894986371843	0.0021869877708587744	0.038524630732819955
